№;id объявления;id лота;id пункта плана;Заказчик;Вид предмета закупок;Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Количество, объём;Единица измерения;Цена за единицу, тенге;Сумма, утвержденная для закупки, тенге;Начало приема заявок;Окончание приема заявок;Способ закупки;Статус лота
328;4363268-1;35067590-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Преобразователь частоты;Блок (преобразователь частоты) для Ангиографической системы Artis Zeego;1;Штука;8 107 700.89;8 107 700.89;2020-05-25 09:00:00;2020-05-25 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
329;4363268-1;35067903-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Плата управления;Плата для Ангиографической системы Artis Zeego;1;Комплект;14 341 852.68;14 341 852.68;2020-05-25 09:00:00;2020-05-25 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
330;4363268-1;35064968-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Батарея;Батарея на детектор Portable detector battery для Рентгеновской системы Ysio;1;Штука;14 250 000.00;14 250 000.00;2020-05-25 09:00:00;2020-05-25 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
331;4363268-1;35065277-ОИ2;;"РГП ""Больница МЦ УДП РК""";Товар;Трубка рентгеновская;Трубка для КТ Somatom Definition Flash c рабочими станциями Syngo.via, Syngo MMWP;1;Штука;80 357 142.86;80 357 142.86;2020-05-25 09:00:00;2020-05-25 18:00:00;Из одного источника по несостоявшимся закупкам;Закупка состоялась
332;4362119-1;34197988-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Валсартан;Валсартан+ Амлодипин таблетка покрытые пленочной оболочкой 5мг/160мг;111992;Штука;115.00;12 879 080.00;2020-05-25 09:00:00;2020-05-27 18:00:00;Запрос ценовых предложений;Закупка не состоялась
333;4361909-1;34203843-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Материал специальный;Система костной имплантации с вариантами исполнения электродов и речевым процессом. Система имплантируемого слухового протеза. Для реабилитации пациентов с кондуктивной или смешанной тугоухостью.;2;Штука;6 000 000.00;12 000 000.00;2020-05-25 09:00:00;2020-05-27 18:00:00;Запрос ценовых предложений;Закупка не состоялась
334;4357906-1;31234933-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Катетер;Катетер дренажный Назначение: применяется для интраоперационного дренирования плевральной полости в торакальной и кардиохирургии. Описание и состав: изогнутый , прямой торакальный катетер изготовлен из ПХВ высокого качества, что оеспечивает биосовместимость и термопластичноть. Имеет длину 50 см, рентгенокотрасную полосу по всей длине, ступенчатый адаптер. Открытый проксимальный конец катетера и боковые отверстия (7) обеспечивают надежность дренирования плевральной полост. 28 Fr;5;Штука;2 800.00;14 000.00;2020-05-25 09:00:00;2020-05-27 18:00:00;Запрос ценовых предложений;Закупка не состоялась
335;4357906-1;31235057-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Проводник;"Cупер жесткий проводник Проводник для интервенционных сердечно-сосудистых процедур, интервенции желчных путей, дренирование абсцесса, урорадиологические вмешательства и замены катетеров при различных процедурах ангиографии. Материал – нержавеющая сталь, PTFE-покрытие. Характеристики: нержавеющая сталь. PTFE-покрытие снаружи для обеспечения гладкости. Мягкий кончик прямой или J-изогнутый, причем J-загиб имеет различный радиус. Наличие мягкого кончика различной длины (10 см и 12 см), диаметр: 0.035"" и 0.038"". Длина: 80 см, 150см, 180см, 260см. Размер по заявке Заказчика.";3;Штука;14 100.00;42 300.00;2020-05-25 09:00:00;2020-05-27 18:00:00;Запрос ценовых предложений;Закупка не состоялась
336;4357906-1;31234927-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Катетер;"Катетер баллонный стент графта Баллонный катетер стент-графта диаметр в раздутом состоянии 10-46 (мм); размер шахты 8(F); используемая длина 100 (см); совместимость с интродьюсером 12 (F). Баллон для стент - графта. Материал – податливый полиуретан. - совместимость с интродьюсером 12 F, длина 100 мм, диаметр раздувания от 10 до 46 мм, диаметр раздувания от 10 до 46 мм";2;Штука;139 500.00;279 000.00;2020-05-25 09:00:00;2020-05-27 18:00:00;Запрос ценовых предложений;Закупка не состоялась
337;4357906-1;31341807-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Игла;Скарификатор стерильный с глубиной прокола 2,4 мм, размер иглы 21G;1350;Штука;88.00;118 800.00;2020-05-25 09:00:00;2020-05-27 18:00:00;Запрос ценовых предложений;Закупка не состоялась
338;4357906-1;31341825-ЗЦП1;;"РГП ""Больница МЦ УДП РК""";Товар;Материал специальный;Набор трубок для аспирации Трубка медицинская, набор, трубок с двумя пункционными иглами для ирригации со встроенным датчиком контроля давления. Для использования с KARL STORZ ARTHROPUMP Power. Стерильно,;6;Штука;202 911.59;1 217 469.54;2020-05-25 09:00:00;2020-05-27 18:00:00;Запрос ценовых предложений;Закупка не состоялась
