№;id объявления;id лота;id пункта плана;Вид предмета закупок;Код товара, работы, услуги (в соответствии с КТРУ);Наименование закупаемых товаров, работ, услуг на государственном языке (в соответствии с КТРУ);Дополнительная характеристика;Краткая техническая характеристика;Количество, объём;Цена за единицу, тенге;Сумма, утвержденная  для закупки, тенге;Цена (без НДС) по договору, тенге;Сумма  (без НДС), договору тенге;Сумма (без НДС), оплачен поставщику тенге;Начало приема заявок;Окончание приема заявок;Планируемый срок осуществления поставки;Способ закупки;Статус лота;Сумма по договору факт;Экономия;Сумма оплаты поставщику
285;4840344-1;31567181-ЗЦП1;;Товар;262040.000.000282;Картридж;Картридж HP CP 1525N(пурпурный);тонерный, цветной;5;41071.43;205357.15;;;;2020-09-01 09:00:00;2020-09-03 18:00:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
286;4840344-1;32092738-ЗЦП1;;Товар;262040.000.000282;Картридж;Картридж HP COLOR LJ CP 1215 (голубой);тонерный, цветной;7;43069.2;301484.4;;;;2020-09-01 09:00:00;2020-09-03 18:00:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
287;4840344-1;34571404-ЗЦП1;;Товар;262040.000.000282;Картридж;Картридж Canon image RUNNER ADVANCE С3525i, тонер (черный);тонерный, цветной;2;44553.5;89107;;;;2020-09-01 09:00:00;2020-09-03 18:00:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
288;4840344-1;31574412-ЗЦП1;;Товар;262040.000.000282;Картридж;Картридж HP CP 1525N(черный);тонерный, цветной;4;41071.43;164285.72;;;;2020-09-01 09:00:00;2020-09-03 18:00:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
289;4840344-1;32124394-ЗЦП1;;Товар;262040.000.000282;Картридж;Картридж HP COLOR P5525 (голубой);тонерный, цветной;1;239430.8;239430.8;;;;2020-09-01 09:00:00;2020-09-03 18:00:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
290;4840344-1;32114458-ЗЦП1;;Товар;262040.000.000282;Картридж;Картридж HP COLOR LJ Enterprise M855xh (картриджи)(пурпурный);тонерный, цветной;2;249084.82;498169.64;;;;2020-09-01 09:00:00;2020-09-03 18:00:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
291;4840344-1;34571463-ЗЦП1;;Товар;262040.000.000281;Картридж;Картридж Canon Image Runner Advance 525i;тонерный, черный;3;185267.86;555803.58;;;;2020-09-01 09:00:00;2020-09-03 18:00:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
292;4840344-1;31914610-ЗЦП1;;Товар;262040.000.000282;Картридж;Картридж HP Color LJ M254dw(желтый);тонерный, цветной;12;37946.43;455357.16;;;;2020-09-01 09:00:00;2020-09-03 18:00:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
293;4840344-1;34571450-ЗЦП1;;Товар;262040.000.000282;Картридж;Картридж Canon image RUNNER ADVANCE С3525i, тонер (желтый);тонерный, цветной;2;62410.7;124821.4;;;;2020-09-01 09:00:00;2020-09-03 18:00:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
294;4840344-1;31581778-ЗЦП1;;Товар;262040.000.000282;Картридж;Картридж HP COLOR LJ Enterprise M855xh (картриджи)(черный);тонерный, цветной;2;249084.82;498169.64;;;;2020-09-01 09:00:00;2020-09-03 18:00:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
295;4840344-1;32094233-ЗЦП1;;Товар;262040.000.000282;Картридж;Картридж HP COLOR LJ CP 1215 (желтый);тонерный, цветной;3;43069.2;129207.6;;;;2020-09-01 09:00:00;2020-09-03 18:00:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
296;4840344-1;34571418-ЗЦП1;;Товар;262040.000.000282;Картридж;Картридж Canon image RUNNER ADVANCE С3525i, тонер (голубой);тонерный, цветной;2;62410.7;124821.4;;;;2020-09-01 09:00:00;2020-09-03 18:00:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
297;4840344-1;31590636-ЗЦП1;;Товар;262040.000.000282;Картридж;Картридж HP COLOR P5525 (желтый);тонерный, цветной;4;239430.8;957723.2;;;;2020-09-01 09:00:00;2020-09-03 18:00:00;15 календарных дней с момента подачи заявки Заказчиком;Запрос ценовых предложений;Закупка не состоялась;;;
